iteration,user_id,chosen_arm_index,model_name,reward,exploration_reward,accuracy_proxy,novelty_score,serendipity_score,alphas,betas,means,success_rates,temperature,exploration_rate
1578,13,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   8.85],[ 59.94 693.85],[0.93455475 0.01259428],[0.94519016 0.        ],0.1,0.04994686503719448
1579,547,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   8.86],[ 59.94 694.86],[0.93455475 0.01259023],[0.94519016 0.        ],0.1,0.04994686503719448
1580,461,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   8.87],[ 59.94 695.87],[0.93455475 0.0125862 ],[0.94519016 0.        ],0.1,0.04994686503719448
1581,112,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   8.88],[ 59.94 696.88],[0.93455475 0.01258218],[0.94519016 0.        ],0.1,0.04994686503719448
1582,337,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   8.89],[ 59.94 697.89],[0.93455475 0.01257817],[0.94519016 0.        ],0.1,0.04994686503719448
1583,285,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   8.9 ],[ 59.94 698.9 ],[0.93455475 0.01257417],[0.94519016 0.        ],0.1,0.04994686503719448
1584,408,1,Popularity_Baseline,0.5,1.0,0.0,0.7,0.0,[855.94   8.91],[ 59.94 699.91],[0.93455475 0.01257019],[0.94519016 0.        ],0.1,0.04994686503719448
1585,364,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   8.92],[ 59.94 700.92],[0.93455475 0.01256621],[0.94519016 0.        ],0.1,0.04994686503719448
1586,63,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   8.93],[ 59.94 701.93],[0.93455475 0.01256225],[0.94519016 0.        ],0.1,0.04994686503719448
1587,386,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   8.94],[ 59.94 702.94],[0.93455475 0.0125583 ],[0.94519016 0.        ],0.1,0.04994686503719448
1588,601,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   8.95],[ 59.94 703.95],[0.93455475 0.01255436],[0.94519016 0.        ],0.1,0.04994686503719448
1589,156,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   8.96],[ 59.94 704.96],[0.93455475 0.01255043],[0.94519016 0.        ],0.1,0.04994686503719448
1590,295,1,Popularity_Baseline,0.5,1.0,0.0,0.8,0.0,[855.94   8.97],[ 59.94 705.97],[0.93455475 0.01254651],[0.94519016 0.        ],0.1,0.04994686503719448
1591,314,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   8.98],[ 59.94 706.98],[0.93455475 0.0125426 ],[0.94519016 0.        ],0.1,0.04994686503719448
1592,252,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   8.99],[ 59.94 707.99],[0.93455475 0.0125387 ],[0.94519016 0.        ],0.1,0.04994686503719448
1593,542,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.  ],[ 59.94 709.  ],[0.93455475 0.01253482],[0.94519016 0.        ],0.1,0.04994686503719448
1594,449,1,Popularity_Baseline,0.5,1.0,0.0,0.8,0.0,[855.94   9.01],[ 59.94 710.01],[0.93455475 0.01253094],[0.94519016 0.        ],0.1,0.04994686503719448
1595,323,1,Popularity_Baseline,0.5,1.0,0.0,0.2,0.0,[855.94   9.02],[ 59.94 711.02],[0.93455475 0.01252708],[0.94519016 0.        ],0.1,0.04994686503719448
1596,313,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.03],[ 59.94 712.03],[0.93455475 0.01252323],[0.94519016 0.        ],0.1,0.04994686503719448
1597,252,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.04],[ 59.94 713.04],[0.93455475 0.01251939],[0.94519016 0.        ],0.1,0.04994686503719448
1598,221,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.05],[ 59.94 714.05],[0.93455475 0.01251556],[0.94519016 0.        ],0.1,0.04994686503719448
1599,467,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.06],[ 59.94 715.06],[0.93455475 0.01251174],[0.94519016 0.        ],0.1,0.04994686503719448
1600,440,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.07],[ 59.94 716.07],[0.93455475 0.01250793],[0.94519016 0.        ],0.1,0.04994686503719448
1601,105,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.08],[ 59.94 717.08],[0.93455475 0.01250413],[0.94519016 0.        ],0.1,0.04994686503719448
1602,322,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.09],[ 59.94 718.09],[0.93455475 0.01250034],[0.94519016 0.        ],0.1,0.04994686503719448
1603,3,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.1 ],[ 59.94 719.1 ],[0.93455475 0.01249657],[0.94519016 0.        ],0.1,0.04994686503719448
1604,428,1,Popularity_Baseline,0.5,1.0,0.0,0.2,0.0,[855.94   9.11],[ 59.94 720.11],[0.93455475 0.0124928 ],[0.94519016 0.        ],0.1,0.04994686503719448
1605,318,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.12],[ 59.94 721.12],[0.93455475 0.01248904],[0.94519016 0.        ],0.1,0.04994686503719448
1606,6,1,Popularity_Baseline,0.5,1.0,0.0,0.2,0.0,[855.94   9.13],[ 59.94 722.13],[0.93455475 0.0124853 ],[0.94519016 0.        ],0.1,0.04994686503719448
1607,127,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.14],[ 59.94 723.14],[0.93455475 0.01248156],[0.94519016 0.        ],0.1,0.04994686503719448
1608,608,1,Popularity_Baseline,0.0,0.0,0.0,0.0,0.0,[855.94   9.15],[ 59.94 724.15],[0.93455475 0.01247784],[0.94519016 0.        ],0.1,0.04994686503719448
1609,426,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.16],[ 59.94 725.16],[0.93455475 0.01247413],[0.94519016 0.        ],0.1,0.04994686503719448
1610,507,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.17],[ 59.94 726.17],[0.93455475 0.01247042],[0.94519016 0.        ],0.1,0.04994686503719448
1611,27,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.18],[ 59.94 727.18],[0.93455475 0.01246673],[0.94519016 0.        ],0.1,0.04994686503719448
1612,46,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.19],[ 59.94 728.19],[0.93455475 0.01246304],[0.94519016 0.        ],0.1,0.04994686503719448
1613,148,1,Popularity_Baseline,0.5,1.0,0.0,0.9,0.0,[855.94   9.2 ],[ 59.94 729.2 ],[0.93455475 0.01245937],[0.94519016 0.        ],0.1,0.04994686503719448
1614,203,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.21],[ 59.94 730.21],[0.93455475 0.01245571],[0.94519016 0.        ],0.1,0.04994686503719448
1615,293,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.22],[ 59.94 731.22],[0.93455475 0.01245206],[0.94519016 0.        ],0.1,0.04994686503719448
1616,262,1,Popularity_Baseline,0.5,1.0,0.0,0.6,0.0,[855.94   9.23],[ 59.94 732.23],[0.93455475 0.01244841],[0.94519016 0.        ],0.1,0.04994686503719448
1617,69,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   9.24],[ 59.94 733.24],[0.93455475 0.01244478],[0.94519016 0.        ],0.1,0.04994686503719448
1618,419,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.25],[ 59.94 734.25],[0.93455475 0.01244116],[0.94519016 0.        ],0.1,0.04994686503719448
1619,34,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.26],[ 59.94 735.26],[0.93455475 0.01243754],[0.94519016 0.        ],0.1,0.04994686503719448
1620,124,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   9.27],[ 59.94 736.27],[0.93455475 0.01243394],[0.94519016 0.        ],0.1,0.04994686503719448
1621,146,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.28],[ 59.94 737.28],[0.93455475 0.01243035],[0.94519016 0.        ],0.1,0.04994686503719448
1622,328,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.29],[ 59.94 738.29],[0.93455475 0.01242676],[0.94519016 0.        ],0.1,0.04994686503719448
1623,385,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.3 ],[ 59.94 739.3 ],[0.93455475 0.01242319],[0.94519016 0.        ],0.1,0.04994686503719448
1624,4,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.31],[ 59.94 740.31],[0.93455475 0.01241963],[0.94519016 0.        ],0.1,0.04994686503719448
1625,554,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.32],[ 59.94 741.32],[0.93455475 0.01241607],[0.94519016 0.        ],0.1,0.04994686503719448
1626,388,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.33],[ 59.94 742.33],[0.93455475 0.01241253],[0.94519016 0.        ],0.1,0.04994686503719448
1627,34,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.34],[ 59.94 743.34],[0.93455475 0.01240899],[0.94519016 0.        ],0.1,0.04994686503719448
1628,444,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.35],[ 59.94 744.35],[0.93455475 0.01240547],[0.94519016 0.        ],0.1,0.04994686503719448
1629,424,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   9.36],[ 59.94 745.36],[0.93455475 0.01240195],[0.94519016 0.        ],0.1,0.04994686503719448
1630,411,1,Popularity_Baseline,0.5,1.0,0.0,0.2,0.0,[855.94   9.37],[ 59.94 746.37],[0.93455475 0.01239844],[0.94519016 0.        ],0.1,0.04994686503719448
1631,144,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.38],[ 59.94 747.38],[0.93455475 0.01239495],[0.94519016 0.        ],0.1,0.04994686503719448
1632,485,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.39],[ 59.94 748.39],[0.93455475 0.01239146],[0.94519016 0.        ],0.1,0.04994686503719448
1633,463,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.4 ],[ 59.94 749.4 ],[0.93455475 0.01238798],[0.94519016 0.        ],0.1,0.04994686503719448
1634,258,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.41],[ 59.94 750.41],[0.93455475 0.01238451],[0.94519016 0.        ],0.1,0.04994686503719448
1635,348,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   9.42],[ 59.94 751.42],[0.93455475 0.01238105],[0.94519016 0.        ],0.1,0.04994686503719448
1636,499,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   9.43],[ 59.94 752.43],[0.93455475 0.0123776 ],[0.94519016 0.        ],0.1,0.04994686503719448
1637,418,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   9.44],[ 59.94 753.44],[0.93455475 0.01237416],[0.94519016 0.        ],0.1,0.04994686503719448
1638,165,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.45],[ 59.94 754.45],[0.93455475 0.01237073],[0.94519016 0.        ],0.1,0.04994686503719448
1639,604,1,Popularity_Baseline,0.5,1.0,0.0,0.7,0.0,[855.94   9.46],[ 59.94 755.46],[0.93455475 0.01236731],[0.94519016 0.        ],0.1,0.04994686503719448
1640,147,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.47],[ 59.94 756.47],[0.93455475 0.01236389],[0.94519016 0.        ],0.1,0.04994686503719448
1641,459,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.48],[ 59.94 757.48],[0.93455475 0.01236049],[0.94519016 0.        ],0.1,0.04994686503719448
1642,457,1,Popularity_Baseline,0.5,1.0,0.0,0.7,0.0,[855.94   9.49],[ 59.94 758.49],[0.93455475 0.01235709],[0.94519016 0.        ],0.1,0.04994686503719448
1643,210,1,Popularity_Baseline,0.5,1.0,0.0,0.6,0.0,[855.94   9.5 ],[ 59.94 759.5 ],[0.93455475 0.01235371],[0.94519016 0.        ],0.1,0.04994686503719448
1644,337,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.51],[ 59.94 760.51],[0.93455475 0.01235033],[0.94519016 0.        ],0.1,0.04994686503719448
1645,109,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.52],[ 59.94 761.52],[0.93455475 0.01234696],[0.94519016 0.        ],0.1,0.04994686503719448
1646,518,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.53],[ 59.94 762.53],[0.93455475 0.0123436 ],[0.94519016 0.        ],0.1,0.04994686503719448
1647,39,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   9.54],[ 59.94 763.54],[0.93455475 0.01234025],[0.94519016 0.        ],0.1,0.04994686503719448
1648,393,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.55],[ 59.94 764.55],[0.93455475 0.01233691],[0.94519016 0.        ],0.1,0.04994686503719448
1649,516,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.56],[ 59.94 765.56],[0.93455475 0.01233357],[0.94519016 0.        ],0.1,0.04994686503719448
1650,485,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.57],[ 59.94 766.57],[0.93455475 0.01233025],[0.94519016 0.        ],0.1,0.04994686503719448
1651,218,1,Popularity_Baseline,0.5,1.0,0.0,0.9,0.0,[855.94   9.58],[ 59.94 767.58],[0.93455475 0.01232693],[0.94519016 0.        ],0.1,0.04994686503719448
1652,210,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.59],[ 59.94 768.59],[0.93455475 0.01232363],[0.94519016 0.        ],0.1,0.04994686503719448
1653,132,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.6 ],[ 59.94 769.6 ],[0.93455475 0.01232033],[0.94519016 0.        ],0.1,0.04994686503719448
1654,167,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.61],[ 59.94 770.61],[0.93455475 0.01231704],[0.94519016 0.        ],0.1,0.04994686503719448
1655,118,1,Popularity_Baseline,0.5,1.0,0.0,0.8,0.0,[855.94   9.62],[ 59.94 771.62],[0.93455475 0.01231376],[0.94519016 0.        ],0.1,0.04994686503719448
1656,451,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.63],[ 59.94 772.63],[0.93455475 0.01231049],[0.94519016 0.        ],0.1,0.04994686503719448
1657,35,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   9.64],[ 59.94 773.64],[0.93455475 0.01230722],[0.94519016 0.        ],0.1,0.04994686503719448
1658,493,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.65],[ 59.94 774.65],[0.93455475 0.01230397],[0.94519016 0.        ],0.1,0.04994686503719448
1659,320,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.66],[ 59.94 775.66],[0.93455475 0.01230072],[0.94519016 0.        ],0.1,0.04994686503719448
1660,23,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.67],[ 59.94 776.67],[0.93455475 0.01229748],[0.94519016 0.        ],0.1,0.04994686503719448
1661,492,1,Popularity_Baseline,0.5,1.0,0.0,0.9,0.0,[855.94   9.68],[ 59.94 777.68],[0.93455475 0.01229425],[0.94519016 0.        ],0.1,0.04994686503719448
1662,303,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.69],[ 59.94 778.69],[0.93455475 0.01229103],[0.94519016 0.        ],0.1,0.04994686503719448
1663,7,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   9.7 ],[ 59.94 779.7 ],[0.93455475 0.01228781],[0.94519016 0.        ],0.1,0.04994686503719448
1664,411,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.71],[ 59.94 780.71],[0.93455475 0.01228461],[0.94519016 0.        ],0.1,0.04994686503719448
1665,570,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.72],[ 59.94 781.72],[0.93455475 0.01228141],[0.94519016 0.        ],0.1,0.04994686503719448
1666,351,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.73],[ 59.94 782.73],[0.93455475 0.01227822],[0.94519016 0.        ],0.1,0.04994686503719448
1667,91,1,Popularity_Baseline,0.5,1.0,0.0,0.1,0.0,[855.94   9.74],[ 59.94 783.74],[0.93455475 0.01227504],[0.94519016 0.        ],0.1,0.04994686503719448
1668,388,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.75],[ 59.94 784.75],[0.93455475 0.01227187],[0.94519016 0.        ],0.1,0.04994686503719448
1669,22,1,Popularity_Baseline,0.5,1.0,0.0,0.8,0.0,[855.94   9.76],[ 59.94 785.76],[0.93455475 0.0122687 ],[0.94519016 0.        ],0.1,0.04994686503719448
1670,236,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   9.77],[ 59.94 786.77],[0.93455475 0.01226555],[0.94519016 0.        ],0.1,0.04994686503719448
1671,334,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.78],[ 59.94 787.78],[0.93455475 0.0122624 ],[0.94519016 0.        ],0.1,0.04994686503719448
1672,602,1,Popularity_Baseline,0.5,1.0,0.0,0.1,0.0,[855.94   9.79],[ 59.94 788.79],[0.93455475 0.01225926],[0.94519016 0.        ],0.1,0.04994686503719448
1673,382,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.8 ],[ 59.94 789.8 ],[0.93455475 0.01225613],[0.94519016 0.        ],0.1,0.04994686503719448
1674,362,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.81],[ 59.94 790.81],[0.93455475 0.012253  ],[0.94519016 0.        ],0.1,0.04994686503719448
1675,402,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.82],[ 59.94 791.82],[0.93455475 0.01224989],[0.94519016 0.        ],0.1,0.04994686503719448
1676,353,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.83],[ 59.94 792.83],[0.93455475 0.01224678],[0.94519016 0.        ],0.1,0.04994686503719448
1677,446,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.84],[ 59.94 793.84],[0.93455475 0.01224368],[0.94519016 0.        ],0.1,0.04994686503719448
1678,356,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.85],[ 59.94 794.85],[0.93455475 0.01224059],[0.94519016 0.        ],0.1,0.04994686503719448
1679,1,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.86],[ 59.94 795.86],[0.93455475 0.0122375 ],[0.94519016 0.        ],0.1,0.04994686503719448
1680,254,1,Popularity_Baseline,0.0,0.0,0.0,0.0,0.0,[855.94   9.87],[ 59.94 796.87],[0.93455475 0.01223442],[0.94519016 0.        ],0.1,0.04994686503719448
1681,563,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.88],[ 59.94 797.88],[0.93455475 0.01223136],[0.94519016 0.        ],0.1,0.04994686503719448
1682,161,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.89],[ 59.94 798.89],[0.93455475 0.01222829],[0.94519016 0.        ],0.1,0.04994686503719448
1683,119,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.9 ],[ 59.94 799.9 ],[0.93455475 0.01222524],[0.94519016 0.        ],0.1,0.04994686503719448
1684,127,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.91],[ 59.94 800.91],[0.93455475 0.01222219],[0.94519016 0.        ],0.1,0.04994686503719448
1685,135,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.92],[ 59.94 801.92],[0.93455475 0.01221916],[0.94519016 0.        ],0.1,0.04994686503719448
1686,366,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.93],[ 59.94 802.93],[0.93455475 0.01221613],[0.94519016 0.        ],0.1,0.04994686503719448
1687,429,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.94],[ 59.94 803.94],[0.93455475 0.0122131 ],[0.94519016 0.        ],0.1,0.04994686503719448
1688,38,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   9.95],[ 59.94 804.95],[0.93455475 0.01221009],[0.94519016 0.        ],0.1,0.04994686503719448
1689,462,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.96],[ 59.94 805.96],[0.93455475 0.01220708],[0.94519016 0.        ],0.1,0.04994686503719448
1690,441,1,Popularity_Baseline,0.5,1.0,0.0,0.4,0.0,[855.94   9.97],[ 59.94 806.97],[0.93455475 0.01220408],[0.94519016 0.        ],0.1,0.04994686503719448
1691,262,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.98],[ 59.94 807.98],[0.93455475 0.01220109],[0.94519016 0.        ],0.1,0.04994686503719448
1692,210,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   9.99],[ 59.94 808.99],[0.93455475 0.0121981 ],[0.94519016 0.        ],0.1,0.04994686503719448
1693,298,1,Popularity_Baseline,0.5,1.0,0.0,0.2,0.0,[855.94  10.  ],[ 59.94 810.  ],[0.93455475 0.01219512],[0.94519016 0.        ],0.1,0.04994686503719448
1694,102,1,Popularity_Baseline,0.5,1.0,0.0,0.4,0.0,[855.94  10.01],[ 59.94 811.01],[0.93455475 0.01219215],[0.94519016 0.        ],0.1,0.04994686503719448
1695,201,1,Popularity_Baseline,0.5,1.0,0.0,0.4,0.0,[855.94  10.02],[ 59.94 812.02],[0.93455475 0.01218919],[0.94519016 0.        ],0.1,0.04994686503719448
1696,490,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.03],[ 59.94 813.03],[0.93455475 0.01218623],[0.94519016 0.        ],0.1,0.04994686503719448
1697,485,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.04],[ 59.94 814.04],[0.93455475 0.01218328],[0.94519016 0.        ],0.1,0.04994686503719448
1698,461,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.05],[ 59.94 815.05],[0.93455475 0.01218034],[0.94519016 0.        ],0.1,0.04994686503719448
1699,404,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.06],[ 59.94 816.06],[0.93455475 0.01217741],[0.94519016 0.        ],0.1,0.04994686503719448
1700,435,1,Popularity_Baseline,0.5,1.0,0.0,0.9,0.0,[855.94  10.07],[ 59.94 817.07],[0.93455475 0.01217448],[0.94519016 0.        ],0.1,0.04994686503719448
1701,117,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.08],[ 59.94 818.08],[0.93455475 0.01217156],[0.94519016 0.        ],0.1,0.04994686503719448
1702,319,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.09],[ 59.94 819.09],[0.93455475 0.01216865],[0.94519016 0.        ],0.1,0.04994686503719448
1703,600,1,Popularity_Baseline,0.0,0.0,0.0,0.0,0.0,[855.94  10.1 ],[ 59.94 820.1 ],[0.93455475 0.01216574],[0.94519016 0.        ],0.1,0.04994686503719448
1704,224,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.11],[ 59.94 821.11],[0.93455475 0.01216284],[0.94519016 0.        ],0.1,0.04994686503719448
1705,584,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.12],[ 59.94 822.12],[0.93455475 0.01215995],[0.94519016 0.        ],0.1,0.04994686503719448
1706,5,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94  10.13],[ 59.94 823.13],[0.93455475 0.01215707],[0.94519016 0.        ],0.1,0.04994686503719448
1707,35,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.14],[ 59.94 824.14],[0.93455475 0.01215419],[0.94519016 0.        ],0.1,0.04994686503719448
1708,352,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94  10.15],[ 59.94 825.15],[0.93455475 0.01215132],[0.94519016 0.        ],0.1,0.04994686503719448
1709,468,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.16],[ 59.94 826.16],[0.93455475 0.01214846],[0.94519016 0.        ],0.1,0.04994686503719448
1710,325,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.17],[ 59.94 827.17],[0.93455475 0.0121456 ],[0.94519016 0.        ],0.1,0.04994686503719448
1711,16,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.18],[ 59.94 828.18],[0.93455475 0.01214275],[0.94519016 0.        ],0.1,0.04994686503719448
1712,206,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94  10.19],[ 59.94 829.19],[0.93455475 0.01213991],[0.94519016 0.        ],0.1,0.04994686503719448
1713,279,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.2 ],[ 59.94 830.2 ],[0.93455475 0.01213708],[0.94519016 0.        ],0.1,0.04994686503719448
1714,558,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.21],[ 59.94 831.21],[0.93455475 0.01213425],[0.94519016 0.        ],0.1,0.04994686503719448
1715,128,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.22],[ 59.94 832.22],[0.93455475 0.01213143],[0.94519016 0.        ],0.1,0.04994686503719448
1716,50,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.23],[ 59.94 833.23],[0.93455475 0.01212861],[0.94519016 0.        ],0.1,0.04994686503719448
1717,318,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.24],[ 59.94 834.24],[0.93455475 0.01212581],[0.94519016 0.        ],0.1,0.04994686503719448
1718,416,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.25],[ 59.94 835.25],[0.93455475 0.012123  ],[0.94519016 0.        ],0.1,0.04994686503719448
1719,208,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.26],[ 59.94 836.26],[0.93455475 0.01212021],[0.94519016 0.        ],0.1,0.04994686503719448
1720,135,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.27],[ 59.94 837.27],[0.93455475 0.01211742],[0.94519016 0.        ],0.1,0.04994686503719448
1721,393,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94  10.28],[ 59.94 838.28],[0.93455475 0.01211464],[0.94519016 0.        ],0.1,0.04994686503719448
1722,586,1,Popularity_Baseline,0.5,1.0,0.0,0.4,0.0,[855.94  10.29],[ 59.94 839.29],[0.93455475 0.01211187],[0.94519016 0.        ],0.1,0.04994686503719448
